,edad,m_moroso,ciudad_agg,niv_educ_dummy,gender_M,e_civil_CAS,e_civil_VIU,seguro_SI,LN_d_marzo,LN_d_junio,LN_d_julio,LN_d_agosto,LN_d_septiembre,LN_monto,fuga_dummy
570,42,1,3.0,1,1,1,0,0,0.0,0.0,2.995732273553991,0.0,0.0,15.894952224644102,1
571,43,1,4.0,0,0,0,0,1,10.942809745178671,0.0,3.7376696182833684,8.559486103606488,9.36263218231844,15.894952224644102,0
572,51,2,3.0,0,1,1,0,0,0.0,12.084085786175702,4.6913478822291435,0.0,5.0689042022202315,14.603968372873895,1
573,32,1,3.0,0,0,0,0,0,0.0,12.149285339291868,7.129297548929373,0.0,6.150602768446279,14.978661680269907,0
574,46,1,3.0,1,1,1,0,0,13.575093677979607,13.687031523513472,1.3862943611198906,0.0,9.22325659724273,14.557448378884015,1
575,47,1,3.0,1,1,1,0,0,0.0,11.43702665946202,3.8501476017100584,0.0,6.5998704992128365,15.623799493077952,1
576,39,1,3.0,0,0,0,0,1,0.0,11.635673930229283,1.0986122886681098,0.0,0.0,15.226497775576945,0
577,50,1,1.0,0,0,1,0,0,0.0,0.0,0.0,9.162199996648248,8.566744970245486,13.45883704259595,1
578,46,0,3.0,0,0,0,0,0,0.0,0.0,0.0,8.724369949208368,0.0,15.894952224644102,0
579,52,1,2.0,0,0,1,0,0,0.0,12.579482771864628,2.3978952727983707,0.0,3.091042453358316,14.557448378884015,1
580,51,1,1.0,0,0,1,0,0,9.337677620437377,7.0587581525186645,5.54907608489522,0.0,1.6094379124341003,13.910821646859095,1
581,28,1,3.0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.820281565605037,14.603968372873895,1
582,36,0,3.0,0,0,0,0,0,0.0,0.0,0.0,8.704336438489406,0.0,15.573368647930426,0
583,43,1,3.0,1,1,1,0,0,0.0,0.0,5.003946305945459,0.0,0.0,14.403297778421795,1
584,48,1,1.0,0,1,1,0,0,0.0,11.6350014947489,5.541263545158426,0.0,5.327876168789581,15.068273812173887,1
585,36,0,3.0,0,0,1,0,0,0.0,0.0,0.0,0.0,2.5649493574615367,14.285514812209815,0
586,40,2,3.0,1,1,1,0,0,11.73165127240789,0.0,6.618738983517219,0.0,0.0,14.914123179965662,1
587,47,3,3.0,0,1,1,0,0,0.0,14.174683878359826,6.466144724237619,0.0,9.415157006597509,15.444751293772967,1
588,42,2,1.0,1,0,1,0,1,13.537774855961779,13.637734654018166,8.040768994367578,0.0,8.59711281459211,15.53827733427679,1
589,50,1,3.0,1,1,0,0,1,11.258213844188356,9.230339058482873,4.442651256490317,0.0,3.2188758248682006,14.220976332738882,1
590,37,1,3.0,0,0,0,1,0,0.0,11.19472920070426,4.762173934797756,0.0,2.70805020110221,13.304686600863562,0
591,49,1,1.0,1,1,1,0,0,0.0,0.0,1.0986122886681098,0.0,0.0,15.341567078850604,1
592,33,2,4.0,0,0,1,0,0,0.0,0.0,7.10085190894405,0.0,0.0,14.690979711984754,0
593,37,1,3.0,0,1,1,0,0,12.145770471721791,7.450660796211539,5.176149732573829,0.0,6.22455842927536,13.910821646859095,0
594,38,1,3.0,0,0,1,0,0,0.0,11.324412782648492,5.733341276897746,9.007367027451355,8.815815203906352,15.894952224644102,0
595,26,0,3.0,1,0,0,0,0,0.0,0.0,0.0,9.566054854819791,3.6888794541139363,14.346139397261565,0
596,49,1,1.0,0,1,1,0,0,0.0,13.78817224860268,4.624972813284271,0.0,11.819615731592682,15.894952224644102,1
597,28,1,3.0,0,1,1,0,1,11.243737975154612,12.312052969067405,6.70808408385307,0.0,4.553876891600541,14.80876270134486,1
598,44,3,3.0,0,0,1,0,0,0.0,12.306334183468177,6.1675164908883415,10.667093196744634,10.787441025831312,15.894952224644102,0
599,53,1,3.0,0,0,1,0,0,0.0,0.0,4.276666119016055,0.0,3.4965075614664802,15.894952224644102,0
600,47,1,1.0,1,1,1,0,0,0.0,0.0,0.0,6.759255270663693,7.45876269238096,15.520258832020865,1
601,51,1,3.0,1,1,0,0,0,0.0,0.0,4.406719247264253,0.0,7.323830566202317,15.068273812173887,1
602,43,1,3.0,0,0,1,0,0,0.0,1.0986122886681098,5.10594547390058,0.0,3.871201010907891,14.45736497045232,0
603,34,1,3.0,1,1,1,0,0,0.0,0.0,1.6094379124341003,0.0,0.0,15.894952224644102,0
604,41,1,4.0,1,1,1,0,0,0.0,0.0,2.995732273553991,0.0,9.02304647355567,14.690979711984754,0
605,63,1,4.0,0,0,1,0,0,0.0,12.253957638250746,6.169610732491456,0.0,0.0,13.910821646859095,0
606,37,1,4.0,0,1,0,0,0,0.0,0.0,1.0986122886681098,0.0,0.0,15.483217567201578,0
607,49,0,3.0,0,0,0,0,0,0.0,0.0,0.0,0.0,8.94023623179847,14.151983508870947,0
608,31,1,4.0,1,0,0,0,0,0.0,11.065278062553428,5.768320995793772,0.0,5.929589143389895,15.29711532616119,1
609,42,1,3.0,1,1,1,0,0,0.0,0.0,0.6931471805599453,8.92930284224307,4.875197323201151,15.894952224644102,1
610,44,0,4.0,0,0,0,0,1,0.0,11.245320491947627,0.0,0.0,4.406719247264253,15.250595321348806,0
611,32,1,4.0,0,0,0,0,0,0.0,0.0,5.0238805208462765,0.0,4.844187086458591,14.403297778421795,0
612,51,2,3.0,0,0,0,0,0,0.0,0.0,1.0986122886681098,0.0,0.0,14.346139397261565,0
613,38,0,4.0,0,1,1,0,1,0.0,11.214128517179825,0.0,0.0,5.983936280687191,15.201805169084134,0
614,38,0,3.0,0,1,0,0,0,0.0,0.0,0.0,10.233546410194464,0.0,14.220976332738882,0
615,34,3,3.0,0,1,0,0,0,11.970862838872618,12.624434235373359,5.393627546352362,0.0,4.382026634673881,14.077875591662238,0
616,35,1,3.0,0,1,1,0,0,0.0,0.0,3.8918202981106265,0.0,0.0,14.648420115681892,0
617,49,1,2.0,1,0,1,0,0,0.0,12.0724783937872,4.68213122712422,0.0,5.0689042022202315,14.45736497045232,1
618,50,1,3.0,0,1,1,0,0,0.0,0.0,3.332204510175204,4.477336814478207,0.0,15.123843647884687,0
619,47,1,4.0,0,0,0,1,1,0.0,0.0,3.8501476017100584,8.15708378502887,6.230481447578482,15.068273812173887,0
620,29,1,4.0,0,0,1,0,0,0.0,10.812793950635838,4.276666119016055,0.0,4.663439094112067,14.346139397261565,0
621,44,1,3.0,1,1,1,0,0,0.0,11.078474290575965,0.0,5.840641657373398,5.278114659230517,13.997832948091215,1
622,47,2,3.0,1,1,0,0,0,0.0,11.929765631099897,6.62273632394984,0.0,0.0,15.123843647884687,1
623,55,1,3.0,1,1,1,0,0,0.0,0.0,3.4965075614664802,0.0,0.0,14.914123179965662,1
624,41,1,4.0,0,1,0,0,0,0.0,0.0,4.30406509320417,0.0,0.0,14.690979711984754,0
625,30,2,4.0,0,1,0,0,0,0.0,11.127968617493416,3.1780538303479458,0.0,3.6109179126442243,14.648420115681892,0
626,39,2,3.0,1,1,1,0,0,0.0,0.0,5.966146739123692,11.38257757106068,9.828548465871634,15.894952224644102,0
627,46,1,3.0,0,1,1,0,0,0.0,12.709650064410148,0.0,0.0,5.7745515455444085,14.346139397261565,1
628,37,0,4.0,0,1,1,0,0,0.0,10.731209331392293,0.0,10.100697721823833,3.4339872044851463,15.38412668421143,0
629,38,1,3.0,1,1,1,0,0,0.0,0.0,0.6931471805599453,7.851271997109883,0.0,15.176487367510099,0
630,39,1,4.0,1,1,1,0,0,0.0,0.0,2.1972245773362196,0.0,3.970291913552122,14.508658238524095,0
631,50,2,3.0,1,1,0,0,0,0.0,13.208946496037772,8.37930948405285,0.0,7.307872780763706,13.710151153416941,1
632,32,2,3.0,0,0,0,0,0,0.0,12.448673666541316,6.654152520183219,9.86568183780023,6.018593214496234,13.997832948091215,0
633,51,1,3.0,0,0,1,0,0,0.0,10.945652938885804,5.883322388488279,0.0,5.43372200355424,14.508658238524095,1
634,47,1,1.0,1,1,1,0,0,0.0,7.044032897274685,0.0,0.0,0.6931471805599453,14.690979711984754,1
635,37,1,3.0,0,0,0,0,1,0.0,0.0,1.3862943611198906,0.0,5.241747015059643,14.285514812209815,0
636,34,1,4.0,1,0,1,0,0,0.0,0.0,6.660575149839686,0.0,0.0,14.88022163978423,0
637,47,3,3.0,1,1,1,0,0,0.0,12.14116072135303,7.482681828154651,0.0,7.197435354096591,13.527829818844937,1
638,45,1,3.0,1,1,1,0,0,12.65500903569521,13.815332542120395,7.69484807238461,0.0,10.026899162451327,15.894952224644102,1
639,55,1,3.0,0,1,1,0,0,0.0,0.0,4.343805421853684,7.828834527588089,0.0,15.096444681204078,1
640,44,1,4.0,1,1,1,0,0,0.0,0.0,0.6931471805599453,10.016503689004832,0.0,14.845130332288226,0
641,54,1,3.0,1,0,0,0,0,0.0,9.949034367492098,4.6913478822291435,0.0,0.0,15.150511887854474,1
642,54,1,2.0,1,1,0,0,0,0.0,0.0,2.772588722239781,0.0,0.0,14.285514812209815,1
643,59,1,4.0,0,0,1,0,0,13.508898437408337,0.0,5.857933154483459,0.0,0.0,14.285514812209815,0
644,44,1,3.0,0,1,1,0,1,13.890319284532259,12.549357338870102,7.254884810077338,0.0,5.424950017481403,14.151983508870947,1
645,37,0,3.0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.812184355372417,14.077875591662238,0
646,41,0,4.0,0,1,0,0,0,0.0,12.6452819596025,0.0,0.0,1.3862943611198906,14.603968372873895,0
647,49,1,4.0,0,0,1,0,0,0.0,0.0,5.659482215759621,0.0,0.0,14.077875591662238,0
648,40,1,4.0,1,1,0,0,1,0.0,11.357966124932085,5.3981627015177525,0.0,7.576097340623111,14.690979711984754,0
649,40,2,4.0,0,1,1,0,0,0.0,0.0,3.5553480614894135,0.0,0.0,14.346139397261565,0
650,52,1,4.0,1,1,1,0,0,0.0,0.0,2.4849066497880004,8.857799727175905,0.0,14.648420115681892,0
651,27,1,3.0,0,0,0,0,0,0.0,0.0,3.7376696182833684,0.0,0.0,15.29711532616119,0
652,36,1,3.0,0,0,0,0,0,0.0,0.0,7.118826249062078,0.0,0.0,14.946912992035967,0
653,44,1,3.0,1,0,1,0,0,13.502989195498847,11.393702643319253,5.568344503761097,9.062999784077473,1.9459101490553132,14.978661680269907,1
654,53,2,3.0,0,1,0,1,0,0.0,13.87288944749767,5.4680601411351315,10.344609337852328,7.44600149832412,14.557448378884015,1
655,28,1,4.0,1,0,1,0,0,0.0,0.0,2.1972245773362196,0.0,0.0,14.690979711984754,0
656,50,2,3.0,1,1,1,0,0,0.0,0.0,6.792344427470809,0.0,0.0,14.648420115681892,1
657,45,1,3.0,1,0,1,0,1,0.0,0.0,0.0,0.0,4.59511985013459,15.068273812173887,1
658,47,1,1.0,1,1,1,0,0,13.982411323182307,10.283566474253876,7.633369649679584,0.0,4.382026634673881,14.403297778421795,1
659,49,0,3.0,0,0,0,0,1,0.0,14.359716217440132,0.0,0.0,8.027150106832774,15.201805169084134,0
660,50,2,3.0,0,1,1,0,0,14.042758474834775,0.0,7.380879035564116,0.0,0.0,15.894952224644102,1
661,30,1,3.0,0,0,0,0,0,0.0,0.0,3.7376696182833684,8.446126742982377,5.641907070938114,15.520258832020865,0
662,33,1,4.0,0,0,1,0,0,0.0,0.0,6.6895992691789665,0.0,5.908082938168931,13.710151153416941,0
663,54,0,3.0,0,0,0,0,1,0.0,0.0,0.0,0.0,7.168579897264035,15.894952224644102,0
664,29,1,3.0,1,1,0,0,0,0.0,8.644882552557126,0.0,9.299632479454944,0.0,14.77102238760702,1
665,54,1,2.0,0,1,1,0,1,0.0,0.0,0.0,6.9930151229329605,0.0,15.068273812173887,1
666,54,1,2.0,0,0,1,0,0,0.0,9.016998311898762,6.16541785423142,10.213579145500994,10.050095572172218,15.520258832020865,0
667,49,1,3.0,0,0,0,0,1,0.0,0.0,6.333279628139691,0.0,7.534228326274089,15.894952224644102,0
668,51,2,3.0,1,1,0,1,0,14.786900651952248,12.489385185464013,8.00836557031292,10.199844390177743,9.031094081699155,15.775605482856605,1
669,49,1,3.0,0,1,1,0,0,14.011278801476985,0.0,5.8998973535824915,7.153833801578843,7.454141078146678,14.648420115681892,1
670,51,0,4.0,0,0,1,0,0,0.0,0.0,0.0,0.0,8.23880116587155,15.150511887854474,0
671,40,2,3.0,1,1,0,0,0,0.0,0.0,3.6109179126442243,0.0,0.0,15.894952224644102,0
672,43,0,4.0,0,1,0,0,0,0.0,0.0,0.0,0.0,9.76445534384057,15.53827733427679,0
673,40,2,3.0,1,1,1,0,0,0.0,12.803608851051443,6.38856140554563,0.0,4.859812404361672,14.077875591662238,1
674,36,1,3.0,0,0,0,1,0,13.914867991123828,0.0,6.380122536899765,0.0,0.0,14.220976332738882,0
675,35,1,3.0,0,0,0,1,0,0.0,0.0,5.384495062789089,0.0,0.0,15.894952224644102,0
676,42,1,3.0,0,1,1,0,0,0.0,11.707694232815939,6.186208623900494,8.219056661060598,8.182838710766026,15.009433329466965,1
677,44,1,4.0,1,1,1,0,0,0.0,0.0,2.4849066497880004,0.0,0.0,14.403297778421795,0
678,48,2,3.0,0,1,0,0,1,0.0,0.0,8.011686729127847,0.0,4.709530201312334,13.122365377402328,1
679,31,1,3.0,0,1,0,0,1,13.398316433078595,12.91228658296797,6.393590753950631,0.0,6.021023349349527,13.710151153416941,1
680,54,1,3.0,0,1,1,0,0,0.0,13.142338538835247,6.504288173536645,0.0,4.787491742782046,13.815511557963774,1
681,39,1,3.0,0,0,0,1,0,0.0,10.906011025007926,7.640603826393634,0.0,5.327876168789581,14.80876270134486,0
682,52,3,3.0,1,1,1,0,0,0.0,12.946790198997535,7.789454566086673,0.0,6.974478911025045,14.45736497045232,1
683,35,1,4.0,0,0,0,1,0,0.0,13.050201203264905,7.5678626054638825,9.383200644980624,9.333707785926467,15.29711532616119,0
684,54,1,3.0,0,1,1,0,0,0.0,11.401479805656454,0.0,8.97055917950895,2.70805020110221,15.46416937585933,1
685,44,3,3.0,1,1,1,0,0,9.11482017011877,12.113540603126026,7.590346945602565,0.0,6.202535517187923,14.151983508870947,1
686,55,1,3.0,0,0,0,0,1,0.0,0.0,4.406719247264253,0.0,5.272999558563747,15.687312888712007,0
687,54,1,3.0,0,0,1,0,0,0.0,0.0,2.70805020110221,7.942362237674335,0.0,15.894952224644102,0
688,41,1,3.0,1,1,1,0,0,9.436280010592395,12.88803753668755,6.248042874508429,0.0,5.2832037287379885,14.508658238524095,1
689,47,1,1.0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,15.46416937585933,1
690,30,1,2.0,0,1,0,0,0,0.0,0.0,3.6375861597263857,0.0,0.0,14.508658238524095,0
691,55,1,2.0,1,0,1,0,0,0.0,12.498563138974259,4.762173934797756,0.0,4.605170185988092,14.508658238524095,1
692,45,1,3.0,1,1,1,0,0,0.0,0.0,5.924255797414532,8.569216219483389,1.0986122886681098,14.45736497045232,0
693,42,1,2.0,0,1,1,0,0,14.864075792908105,0.0,8.03947991910045,0.0,6.981934677156389,15.76142084987672,1
694,43,2,4.0,0,1,1,0,1,0.0,0.0,4.276666119016055,0.0,2.302585092994046,15.123843647884687,0
695,50,3,3.0,0,0,1,0,0,0.0,0.0,7.673223121121708,0.0,6.610696044717759,14.45736497045232,0
696,48,0,4.0,0,0,1,0,0,0.0,10.595333887363026,0.0,0.0,2.772588722239781,14.508658238524095,0
697,42,1,3.0,0,1,1,0,0,0.0,0.0,6.612041034833092,10.082135703963774,4.867534450455582,15.573368647930426,1
698,31,0,4.0,0,0,0,0,1,0.0,0.0,0.0,6.598509028614515,4.430816798843313,14.88022163978423,0
699,41,1,3.0,0,0,0,0,1,0.0,13.697620766609704,5.598421958998375,0.0,4.852030263919617,14.978661680269907,0
700,44,1,4.0,0,0,1,0,0,0.0,0.0,1.6094379124341003,9.745780556506093,0.0,14.845130332288226,0
701,46,1,1.0,0,1,0,0,1,13.546159442197217,12.395986143800954,5.5134287461649825,0.0,5.272999558563747,13.122365377402328,1
702,43,0,4.0,0,0,0,0,1,0.0,0.0,0.0,0.0,7.724446645633537,15.623799493077952,0
703,45,2,3.0,1,0,1,0,1,13.396648611613648,11.995394823157545,6.082218910376446,0.0,5.659482215759621,14.946912992035967,1
704,45,1,3.0,1,1,1,0,0,0.0,0.0,6.18826412308259,8.560827228436299,0.0,15.150511887854474,1
705,39,0,3.0,0,0,1,0,0,0.0,0.0,0.0,9.954988325398531,0.0,15.201805169084134,0
706,28,0,4.0,1,1,0,0,0,0.0,12.445990714629373,0.0,0.0,4.990432586778736,14.978661680269907,0
707,54,1,2.0,0,1,1,0,0,0.0,0.0,0.0,10.180437238408865,3.091042453358316,14.946912992035967,1
708,43,1,3.0,0,1,1,0,1,12.882973567411716,11.115934350941444,5.209486152841421,0.0,4.276666119016055,15.894952224644102,1
709,39,1,3.0,0,1,1,0,0,0.0,13.304008038489398,5.318119993844216,0.0,6.439350371100098,14.220976332738882,0
710,54,1,3.0,1,0,0,1,1,0.0,0.0,2.8903717578961645,0.0,0.0,14.077875591662238,0
711,49,1,3.0,1,1,1,0,1,11.564378746559145,13.143780387158133,7.244941546337007,0.0,5.998936561946683,14.346139397261565,1
712,29,1,3.0,1,1,1,0,0,10.724786054054675,13.272123862987426,6.324358962381311,0.0,6.124683390894205,14.88022163978423,0
713,31,1,3.0,0,0,0,0,0,0.0,0.0,0.6931471805599453,0.0,0.0,14.45736497045232,0
714,43,1,3.0,1,1,1,0,0,0.0,13.190963638496571,0.0,0.0,4.836281906951478,14.690979711984754,1
715,45,1,3.0,1,1,1,0,0,0.0,11.103301721713205,0.0,0.0,4.844187086458591,15.009433329466965,1
716,30,1,3.0,0,0,0,1,0,0.0,11.09000387521257,2.70805020110221,0.0,2.995732273553991,14.45736497045232,0
717,37,1,4.0,1,1,0,0,0,14.052386585724141,0.0,6.0867747269123065,10.214788490586542,2.6390573296152584,15.319588176962746,0
718,36,1,3.0,0,0,0,1,0,0.0,0.0,7.769378609513984,0.0,4.762173934797756,15.29711532616119,0
719,40,1,3.0,0,1,1,0,0,0.0,10.985411359918002,5.176149732573829,0.0,3.9889840465642745,15.068273812173887,0
720,36,1,3.0,0,0,0,1,0,0.0,11.207866620454752,3.4965075614664802,0.0,0.0,15.894952224644102,0
721,42,1,4.0,0,0,0,0,1,13.316153913301433,0.0,7.394493107219038,0.0,9.97966124675897,15.250595321348806,0
722,28,3,3.0,0,0,0,0,0,0.0,0.0,5.442417710521793,0.0,0.0,13.997832948091215,0
723,27,0,3.0,0,0,0,0,0,0.0,12.526346537332584,0.0,0.0,4.0943445622221,15.894952224644102,0
724,52,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,15.424948670398354,1
725,47,2,3.0,0,1,1,0,0,0.0,13.76731351786198,8.369157112588834,10.600975299194493,7.726212650507529,14.914123179965662,1
726,38,2,3.0,0,1,1,0,1,0.0,0.0,7.627057417018934,0.0,6.948897222313312,13.997832948091215,0
727,53,1,3.0,0,1,0,0,0,0.0,0.0,3.9318256327243257,10.02446547908903,6.827629234502852,15.894952224644102,0
728,40,0,4.0,0,0,0,0,0,0.0,10.353894158347762,0.0,7.8343923029104365,0.0,14.603968372873895,0
729,48,1,1.0,0,0,1,0,0,13.086510267504655,0.0,7.249215057114389,0.0,0.0,14.45736497045232,1
730,43,3,3.0,1,1,1,0,0,0.0,11.389729053398204,8.333991247194975,6.248042874508429,6.226536669287466,14.220976332738882,1
731,42,2,2.0,0,0,0,0,1,13.467547554627563,11.122280001460343,6.625392368007956,0.0,7.62657020629066,15.53827733427679,1
732,45,2,3.0,1,1,1,0,0,0.0,9.744960644307891,5.187385805840755,0.0,0.0,15.201805169084134,1
733,40,1,3.0,1,1,1,0,0,0.0,0.0,0.6931471805599453,0.0,7.632885505395133,15.894952224644102,1
734,40,1,3.0,1,1,1,0,1,0.0,10.429989655687127,2.3978952727983707,0.0,6.517671272912275,15.123843647884687,1
735,50,1,1.0,1,0,0,0,0,0.0,11.674525472388405,6.0867747269123065,0.0,0.0,15.363073279446223,1
736,39,1,3.0,1,0,1,0,0,13.525862554335525,11.835769544390056,5.37989735354046,0.0,0.6931471805599453,15.123843647884687,0
737,42,2,3.0,0,0,1,0,0,0.0,0.0,4.969813299576001,7.530479995245536,0.6931471805599453,15.894952224644102,0
738,54,1,2.0,1,1,1,0,0,0.0,10.94658713127398,6.588926477533519,10.268581953167608,9.924661787767535,15.520258832020865,0
739,45,1,3.0,0,0,0,0,1,0.0,11.933180658551029,4.564348191467836,0.0,5.117993812416755,15.096444681204078,0
740,45,2,3.0,1,1,0,0,0,12.759604248003185,11.416843987792543,5.556828061699537,0.0,4.0943445622221,13.997832948091215,1
741,37,1,4.0,0,1,1,0,0,13.289774321462529,0.0,4.653960350157523,9.922260237859412,8.034631032923107,15.555976908243359,0
742,36,1,3.0,0,0,1,0,0,11.938770656901013,0.0,5.877735781779639,0.0,5.7745515455444085,14.220976332738882,0
743,28,2,4.0,0,1,0,0,1,0.0,0.0,3.5263605246161616,10.324497871979755,7.221835825288449,15.520258832020865,0
744,53,1,3.0,0,0,0,0,0,0.0,0.0,4.976733742420574,0.0,9.008958312443486,15.894952224644102,0
745,30,2,4.0,0,1,1,0,0,0.0,11.954941057675795,3.8066624897703196,0.0,2.1972245773362196,14.648420115681892,0
746,31,0,4.0,0,1,0,0,0,0.0,12.615785386326799,0.0,0.0,5.407171771460119,15.068273812173887,0
747,33,1,4.0,0,0,0,1,0,0.0,0.0,6.555356891810665,7.573017256052546,4.02535169073515,15.29711532616119,0
748,44,1,3.0,0,0,1,0,0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,15.894952224644102,0
749,54,2,3.0,1,1,1,0,0,0.0,12.703849503246477,6.5638555265321274,0.0,6.444131256700441,15.29711532616119,1
750,40,2,3.0,1,0,1,0,0,0.0,12.421196121848148,7.649216319820633,0.0,3.6635616461296463,15.039286283703994,1
751,48,2,1.0,0,0,1,0,0,0.0,12.306745692150713,7.266128779556451,0.0,9.061956366209925,13.527829818844937,1
752,46,1,3.0,0,0,0,0,1,0.0,0.0,0.6931471805599453,8.537779825024625,0.0,15.894952224644102,0
753,55,3,3.0,1,1,1,0,0,0.0,10.857613422713305,7.644440761556566,0.0,3.8918202981106265,15.789591722875162,0
754,38,1,4.0,0,1,1,0,0,13.391996543891342,0.0,5.730099782973574,0.0,0.0,14.731801689838349,0
755,51,1,3.0,1,1,0,0,0,0.0,11.440849273505348,0.0,0.0,9.563388747859216,14.603968372873895,1
756,31,1,2.0,0,1,1,0,0,0.0,9.947600127154448,3.9318256327243257,0.0,5.3471075307174685,14.77102238760702,1
757,48,1,4.0,0,0,0,0,1,0.0,11.894391553230287,6.7580945044277305,0.0,6.795705775173514,15.894952224644102,0
758,54,1,3.0,1,1,1,0,0,0.0,6.089044875446846,5.0689042022202315,0.0,1.3862943611198906,15.894952224644102,1
759,33,1,3.0,0,0,0,0,1,0.0,0.0,0.6931471805599453,0.0,0.0,14.80876270134486,0
760,46,0,4.0,0,1,0,0,0,0.0,7.773173680482536,0.0,0.0,10.041508850433503,15.894952224644102,0
761,54,2,2.0,1,1,1,0,0,14.518201551116471,13.857777587917743,8.5956346177228,9.340578848899913,7.826842098158293,13.997832948091215,1
762,40,1,3.0,0,0,0,1,1,0.0,0.0,7.450660796211539,0.0,10.626023617989862,15.894952224644102,0
763,50,2,3.0,1,1,1,0,0,0.0,0.0,6.144185634125646,0.0,0.0,14.151983508870947,1
764,28,2,3.0,0,1,1,0,0,0.0,0.0,4.143134726391533,10.72099608411258,0.0,15.894952224644102,0
765,29,1,3.0,1,1,0,0,0,13.005116947749189,0.0,4.0943445622221,0.0,0.0,13.997832948091215,1
766,52,1,3.0,0,1,1,0,0,0.0,0.0,0.6931471805599453,0.0,6.785587645007929,14.731801689838349,1
767,37,1,3.0,0,1,1,0,0,0.0,13.31014168567944,4.356708826689592,9.718482398112972,7.1846291527173145,15.894952224644102,0
768,51,2,3.0,0,1,1,0,0,0.0,0.0,2.9444389791664403,8.161375023197486,0.0,15.201805169084134,0
769,52,2,2.0,0,1,1,0,0,12.583145137803681,12.29062976328793,6.892641641172089,10.32702176010517,8.504310565585223,14.845130332288226,1
770,60,1,4.0,0,1,0,0,0,11.934217989421258,12.624187408333684,5.247024072160486,0.0,5.8916442118257715,13.997832948091215,0
771,42,1,3.0,0,1,1,0,0,0.0,0.0,0.0,0.0,7.515344571180436,14.845130332288226,1
772,44,1,4.0,0,0,0,0,1,0.0,0.0,5.517452896464707,0.0,0.0,14.403297778421795,0
773,47,1,4.0,0,0,1,0,0,0.0,13.93728384419363,8.96341629199657,8.753055515138222,9.76226955062059,15.039286283703994,0
774,43,2,3.0,1,1,1,0,0,0.0,11.954831785971594,6.9650803456014065,0.0,6.354370040797351,13.592368256649284,1
775,45,1,3.0,1,1,0,0,0,10.721614035623052,12.478924035060254,5.10594547390058,0.0,3.5553480614894135,13.910821646859095,1
776,45,1,3.0,0,1,1,0,0,0.0,0.0,5.459585514144159,9.296884973376368,1.0986122886681098,14.45736497045232,0
777,41,3,3.0,1,1,1,0,0,12.868087711842056,9.388988523403828,6.261491684321042,9.074864232413733,0.6931471805599453,13.910821646859095,1
778,53,3,3.0,1,1,0,0,0,0.0,13.095062065113803,6.343880434126331,0.0,6.863803391452954,15.123843647884687,1
779,46,0,2.0,0,0,1,0,0,0.0,0.0,0.0,9.617736946934095,1.6094379124341003,14.508658238524095,0
780,45,3,1.0,0,1,1,0,1,0.0,10.98568247743216,5.655991810819852,0.0,7.266827347520591,14.508658238524095,1
781,48,2,3.0,0,1,1,0,0,12.791370103815375,0.0,8.123854263105914,7.577121930876679,5.942799375126701,15.623799493077952,1
782,41,1,3.0,1,1,1,0,0,0.0,11.25446556852845,2.70805020110221,0.0,8.196161139282902,15.250595321348806,1
783,55,1,3.0,0,1,1,0,0,0.0,13.636606355358323,0.0,0.0,6.899723107284872,15.123843647884687,1
784,46,2,3.0,1,1,1,0,0,0.0,0.0,8.068089626278244,0.0,8.864605368075784,14.946912992035967,1
785,41,1,3.0,1,1,1,0,0,0.0,13.761671921677571,5.214935757608986,0.0,5.19295685089021,14.403297778421795,1
786,59,1,4.0,1,1,0,0,0,13.075399644293777,0.0,5.501258210544727,0.0,0.0,14.285514812209815,0
787,32,0,4.0,0,1,1,0,0,0.0,0.0,0.0,0.0,2.302585092994046,14.690979711984754,0
788,53,3,4.0,1,1,1,0,0,0.0,0.0,7.108244139731541,0.0,8.057694194815587,15.894952224644102,0
789,55,3,3.0,0,1,1,0,0,0.0,0.0,2.5649493574615367,9.855871698594465,4.204692619390966,15.039286283703994,1
790,40,2,3.0,1,1,1,0,0,0.0,9.081711229379001,3.4657359027997265,8.659213451436667,0.0,14.403297778421795,1
791,42,1,3.0,0,1,0,0,0,9.807692255081262,12.232417550869343,6.352629396319567,9.97524991876302,10.193429569388753,15.894952224644102,0
792,44,1,3.0,1,1,1,0,0,0.0,10.089344519064321,0.0,0.0,0.0,14.508658238524095,1
793,55,1,3.0,1,1,1,0,0,0.0,9.587543170366375,5.241747015059643,0.0,2.3978952727983707,13.122365377402328,1
794,38,1,4.0,1,0,1,0,0,0.0,0.0,3.7612001156935624,0.0,0.0,15.894952224644102,0
795,58,1,3.0,0,0,0,0,1,0.0,0.0,1.9459101490553132,0.0,0.0,15.894952224644102,0
796,52,2,2.0,0,1,1,0,0,0.0,10.706945476135939,6.144185634125646,8.825412915085566,7.3938782901077555,15.250595321348806,1
797,46,2,3.0,1,1,1,0,0,0.0,12.344150562033745,5.560681631015528,0.0,8.782015969721936,14.557448378884015,1
798,41,2,2.0,0,1,0,0,0,12.81471530431167,12.744666148403464,6.035481432524756,6.042632833682381,5.2574953720277815,15.068273812173887,1
